file_name,class,width,height,aspect_ratio,file_size_kb,mean_intensity,std_intensity,skewness,kurtosis,entropy,edge_density,laplacian_var,mean_r,mean_g,mean_b,error
r73eca048t_mask.PNG,Nikon_D90,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
r7710a7fat.TIF,Nikon_D90,480.0,270.0,1.778,324.42,127.803,32.528,-0.192,-1.019,4.797,0.207,1256.98,161.61,120.66,75.93,
r7710a7fat_mask.PNG,Nikon_D90,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
r9683df80t.TIF,Nikon_D90,480.0,270.0,1.778,162.79,144.802,82.489,-0.674,-1.249,4.996,0.061,862.079,134.13,152.48,133.31,
r9683df80t_mask.PNG,Nikon_D90,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
r9c95ce63t.TIF,Nikon_D90,480.0,270.0,1.778,251.47,142.251,34.087,-1.433,2.363,4.457,0.088,750.552,130.76,160.64,77.68,
r9c95ce63t_mask.PNG,Nikon_D90,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
r9ebe97bct.TIF,Nikon_D90,480.0,270.0,1.778,328.31,169.45,47.964,-0.745,0.766,5.073,0.187,1744.409,177.18,168.69,153.04,
r9ebe97bct_mask.PNG,Nikon_D90,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
ra612bf10t.TIF,Nikon_D90,480.0,270.0,1.778,267.77,118.529,73.198,0.336,-1.18,5.355,0.136,2247.214,120.33,118.8,112.41,
ra612bf10t_mask.PNG,Nikon_D90,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
rb4593e2bt.TIF,Nikon_D90,480.0,270.0,1.778,271.09,89.177,46.557,0.404,-0.636,5.161,0.131,1607.549,91.28,89.52,81.88,
rb4593e2bt_mask.PNG,Nikon_D90,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
rbc87504ct.TIF,Nikon_D90,480.0,270.0,1.778,271.64,165.226,41.289,-1.244,1.572,4.817,0.14,1701.564,175.84,164.23,142.54,
rbc87504ct_mask.PNG,Nikon_D90,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
rc464e4act.TIF,Nikon_D90,480.0,270.0,1.778,221.41,89.472,36.719,0.351,-0.417,4.904,0.073,405.435,93.79,88.64,82.41,
rc464e4act_mask.PNG,Nikon_D90,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
rc526e111t.TIF,Nikon_D90,480.0,270.0,1.778,201.65,81.282,34.448,1.157,1.901,4.67,0.026,106.567,119.37,70.93,34.67,
rc526e111t_mask.PNG,Nikon_D90,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
rcf8e62abt.TIF,Nikon_D90,480.0,270.0,1.778,175.33,166.257,31.929,-0.846,0.266,4.543,0.054,343.372,158.43,169.55,169.86,
rcf8e62abt_mask.PNG,Nikon_D90,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
rd3534b7ct.TIF,Nikon_D90,480.0,270.0,1.778,305.65,131.224,33.783,-0.189,0.597,4.88,0.198,1308.998,140.9,130.86,107.72,
rd3534b7ct_mask.PNG,Nikon_D90,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
rdc96595et.TIF,Nikon_D90,480.0,270.0,1.778,200.59,128.692,58.27,-0.079,-1.742,4.821,0.046,355.323,115.7,134.62,132.28,
rdc96595et_mask.PNG,Nikon_D90,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
rdff42cect.TIF,Nikon_D90,480.0,270.0,1.778,257.56,121.268,33.453,-1.042,0.372,4.68,0.081,511.793,151.25,115.78,70.91,
rdff42cect_mask.PNG,Nikon_D90,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
re9006ea8t.TIF,Nikon_D90,480.0,270.0,1.778,209.58,152.21,20.618,-1.909,8.5,3.985,0.043,374.812,158.82,151.05,140.88,
re9006ea8t_mask.PNG,Nikon_D90,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
re9a83ac0t.TIF,Nikon_D90,480.0,270.0,1.778,240.7,161.965,35.781,0.093,-0.206,4.388,0.078,671.243,156.4,163.24,169.97,
re9a83ac0t_mask.PNG,Nikon_D90,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
rf40488a1t.TIF,Nikon_D90,480.0,270.0,1.778,263.62,142.46,33.087,-1.002,0.87,4.658,0.174,1731.217,144.92,144.09,127.68,
rf40488a1t_mask.PNG,Nikon_D90,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
rfd2f8d05t.TIF,Nikon_D90,480.0,270.0,1.778,268.47,112.074,52.806,0.205,-0.349,5.122,0.099,876.181,115.24,110.91,109.8,
rfd2f8d05t_mask.PNG,Nikon_D90,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC05635.TIF,Sony_A57,480.0,270.0,1.778,278.36,71.599,31.72,0.667,0.533,4.817,0.091,345.267,74.12,72.12,62.3,
DSC05635_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC05638.TIF,Sony_A57,480.0,270.0,1.778,297.71,204.683,39.841,-1.176,0.596,4.725,0.088,881.925,205.57,205.07,200.34,
DSC05638_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC05646.TIF,Sony_A57,480.0,270.0,1.778,261.56,126.334,48.709,0.76,0.377,5.154,0.133,505.033,125.97,127.73,120.08,
DSC05646_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC05684.TIF,Sony_A57,480.0,270.0,1.778,226.98,90.712,53.179,0.384,-1.371,4.904,0.053,221.103,93.65,90.79,82.54,
DSC05684_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC05748.TIF,Sony_A57,480.0,270.0,1.778,219.97,176.565,23.042,-0.665,0.733,4.377,0.069,292.933,161.92,179.83,198.2,
DSC05748_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC05787.TIF,Sony_A57,480.0,270.0,1.778,182.06,175.67,19.806,-0.194,1.529,4.228,0.026,112.924,158.74,180.54,195.02,
DSC05787_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC05810.TIF,Sony_A57,480.0,270.0,1.778,278.02,84.268,59.71,0.718,-0.638,5.193,0.091,355.36,85.69,85.17,75.89,
DSC05810_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC05822.TIF,Sony_A57,480.0,270.0,1.778,171.42,219.486,38.639,-2.161,3.739,4.007,0.009,61.162,213.77,223.0,216.42,
DSC05822_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC05858.TIF,Sony_A57,480.0,270.0,1.778,276.88,131.079,70.815,-0.15,-1.634,5.12,0.118,1804.128,127.55,134.16,124.45,
DSC05858_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC05865.TIF,Sony_A57,480.0,270.0,1.778,236.83,130.158,26.955,0.603,1.073,4.34,0.061,278.081,128.72,137.56,95.84,
DSC05865_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC05887.TIF,Sony_A57,480.0,270.0,1.778,202.58,150.866,55.982,-0.471,-1.075,5.017,0.031,114.372,148.7,152.28,149.25,
DSC05887_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC05903.TIF,Sony_A57,480.0,270.0,1.778,227.62,155.18,49.1,-0.229,-0.273,5.257,0.06,150.97,157.11,155.09,150.6,
DSC05903_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC05962.TIF,Sony_A57,480.0,270.0,1.778,282.55,90.274,47.358,0.813,-0.089,5.095,0.112,486.203,102.24,87.3,74.15,
DSC05962_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC05966.TIF,Sony_A57,480.0,270.0,1.778,219.73,99.155,54.95,0.491,-0.651,5.088,0.072,378.746,105.58,97.61,90.28,
DSC05966_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06005.TIF,Sony_A57,480.0,270.0,1.778,267.14,76.063,55.738,1.246,0.536,5.027,0.071,299.941,77.31,78.31,61.22,
DSC06005_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06028.TIF,Sony_A57,480.0,270.0,1.778,241.83,117.801,38.774,-0.812,-0.339,4.672,0.051,379.253,111.8,120.94,117.35,
DSC06028_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06060.TIF,Sony_A57,480.0,270.0,1.778,211.66,103.418,26.954,0.539,0.814,4.619,0.04,225.18,100.98,104.76,102.89,
DSC06060_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06079.TIF,Sony_A57,480.0,270.0,1.778,193.7,100.33,39.689,0.467,-1.075,4.853,0.02,135.15,95.25,102.4,103.04,
DSC06079_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06083.TIF,Sony_A57,480.0,270.0,1.778,172.54,97.281,46.222,0.406,-1.241,4.949,0.013,78.505,93.93,98.71,98.82,
DSC06083_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06155.TIF,Sony_A57,480.0,270.0,1.778,246.49,119.827,60.202,0.322,-1.433,5.014,0.083,392.644,117.55,121.38,117.73,
DSC06155_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06160.TIF,Sony_A57,480.0,270.0,1.778,159.87,170.246,55.664,-0.837,-0.53,4.974,0.015,88.662,165.4,171.46,176.65,
DSC06160_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06205.TIF,Sony_A57,480.0,270.0,1.778,259.85,55.235,38.705,0.983,0.658,4.822,0.082,543.808,57.17,55.17,50.38,
DSC06205_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06212.TIF,Sony_A57,480.0,270.0,1.778,280.65,75.069,43.587,0.466,-0.715,5.02,0.088,503.674,77.07,75.19,69.17,
DSC06212_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06227.TIF,Sony_A57,480.0,270.0,1.778,240.68,79.525,41.96,0.442,-0.345,5.035,0.059,245.536,83.21,79.66,69.14,
DSC06227_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06229.TIF,Sony_A57,480.0,270.0,1.778,247.41,80.452,52.181,1.267,0.747,4.994,0.087,304.084,86.83,78.61,73.21,
DSC06229_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06240.TIF,Sony_A57,480.0,270.0,1.778,283.32,116.892,49.699,1.166,0.406,5.01,0.04,186.014,129.2,116.01,89.13,
DSC06240_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06266.TIF,Sony_A57,480.0,270.0,1.778,182.68,185.043,29.58,-0.74,1.516,4.51,0.022,74.172,175.34,187.22,199.27,
DSC06266_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06273.TIF,Sony_A57,480.0,270.0,1.778,247.39,136.648,14.49,0.826,1.076,3.983,0.024,142.541,109.51,141.22,184.28,
DSC06273_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06296.TIF,Sony_A57,480.0,270.0,1.778,181.29,102.285,37.847,0.848,0.6,4.798,0.024,88.256,91.57,105.88,111.96,
DSC06296_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06317.TIF,Sony_A57,480.0,270.0,1.778,143.58,168.72,36.075,0.05,-1.39,4.467,0.006,19.448,156.51,171.8,184.87,
DSC06317_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06322.TIF,Sony_A57,480.0,270.0,1.778,149.16,152.826,19.067,-1.205,5.08,4.12,0.011,38.843,147.22,154.76,157.58,
DSC06322_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06337.TIF,Sony_A57,480.0,270.0,1.778,287.01,60.73,33.622,1.402,2.577,4.715,0.114,635.792,62.09,61.14,55.04,
DSC06337_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06343.TIF,Sony_A57,480.0,270.0,1.778,294.22,91.47,39.662,1.105,2.127,4.985,0.131,525.425,91.96,90.9,93.1,
DSC06343_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06349.TIF,Sony_A57,480.0,270.0,1.778,222.72,72.395,28.186,0.24,0.456,4.657,0.05,185.409,75.25,72.04,66.72,
DSC06349_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06389.TIF,Sony_A57,480.0,270.0,1.778,267.08,108.114,55.209,0.461,-0.434,5.279,0.104,286.229,107.76,110.09,98.86,
DSC06389_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06390.TIF,Sony_A57,480.0,270.0,1.778,255.48,117.607,45.647,0.699,-0.28,5.121,0.101,319.199,115.84,120.62,106.72,
DSC06390_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC06771.TIF,Sony_A57,480.0,270.0,1.778,264.4,72.396,44.023,1.103,1.36,4.896,0.045,123.427,79.0,70.8,63.3,
DSC06771_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC07003.TIF,Sony_A57,480.0,270.0,1.778,298.42,96.993,44.961,0.867,0.111,5.007,0.126,657.125,91.14,98.56,104.29,
DSC07003_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC07004.TIF,Sony_A57,480.0,270.0,1.778,294.3,96.283,42.869,0.429,-0.376,5.084,0.119,599.681,92.71,97.16,101.17,
DSC07004_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC07014.TIF,Sony_A57,480.0,270.0,1.778,232.96,34.605,26.609,1.909,2.938,3.379,0.066,176.534,20.1,34.52,73.1,
DSC07014_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC07125.TIF,Sony_A57,480.0,270.0,1.778,231.57,97.863,40.237,0.455,-0.274,4.879,0.02,95.402,100.37,99.39,83.43,
DSC07125_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC07140.TIF,Sony_A57,480.0,270.0,1.778,262.75,130.389,40.411,0.237,-1.03,4.951,0.083,355.492,122.21,133.21,137.31,
DSC07140_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC07193.TIF,Sony_A57,480.0,270.0,1.778,178.95,121.902,34.538,0.441,-0.983,4.739,0.0,24.068,114.39,125.53,122.88,
DSC07193_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC07222.TIF,Sony_A57,480.0,270.0,1.778,311.5,140.667,20.695,-0.577,1.096,4.416,0.098,423.664,124.79,159.31,86.3,
DSC07222_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC07311.TIF,Sony_A57,480.0,270.0,1.778,168.89,138.181,67.263,-0.197,-1.452,5.306,0.017,59.073,134.68,140.87,133.53,
DSC07311_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC07341.TIF,Sony_A57,480.0,270.0,1.778,202.5,116.709,58.514,0.545,-1.314,4.928,0.022,116.878,110.87,119.57,117.3,
DSC07341_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC07400.TIF,Sony_A57,480.0,270.0,1.778,214.12,50.265,23.216,0.566,-0.345,4.47,0.033,186.34,49.27,51.16,48.28,
DSC07400_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC07411.TIF,Sony_A57,480.0,270.0,1.778,285.43,106.515,43.368,0.735,0.025,4.916,0.085,481.015,97.36,110.68,109.1,
DSC07411_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC07443.TIF,Sony_A57,480.0,270.0,1.778,289.45,78.79,55.772,0.584,-0.814,5.151,0.128,692.111,84.59,76.7,74.3,
DSC07443_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC07462.TIF,Sony_A57,480.0,270.0,1.778,278.26,145.261,43.531,0.319,-1.149,4.933,0.083,419.934,139.45,151.11,130.38,
DSC07462_mask.PNG,Sony_A57,,,,,,,,,,,,,,,"OpenCV(4.11.0) :-1: error: (-5:Bad argument) in function 'cvtColor'
> Overload resolution failed:
>  - src data type = bool is not supported
>  - Expected Ptr<cv::UMat> for argument 'src'
"
DSC07463.TIF,Sony_A57,480.0,270.0,1.778,310.42,129.133,35.044,1.306,1.869,4.79,0.151,972.736,123.86,132.08,127.77,
